donor_id,recommended_intervention,expected_retention_improvement,confidence_score,baseline_retention_prob,counterfactual_retention_prob
DON00183,camp_invitation,0.09100000000000003,0.72,0.3614936799389831,0.45249367993898315
DON03263,camp_invitation,0.09100000000000003,0.72,0.3881041478457202,0.47910414784572025
DON02052,camp_invitation,0.09100000000000003,0.72,0.436795062807159,0.527795062807159
DON03055,camp_invitation,0.09099999999999997,0.72,0.4427127569463548,0.5337127569463548
DON01561,camp_invitation,0.09100000000000003,0.72,0.40081688223311923,0.49181688223311926
DON01953,camp_invitation,0.09099999999999997,0.72,0.43077989363466385,0.5217798936346638
DON03302,camp_invitation,0.09100000000000003,0.72,0.42369463729286355,0.5146946372928636
DON01580,camp_invitation,0.09100000000000003,0.72,0.3888692264601052,0.4798692264601052
DON02394,camp_invitation,0.09100000000000003,0.72,0.40517330248913136,0.4961733024891314
DON02247,camp_invitation,0.09100000000000003,0.72,0.39939090663573423,0.49039090663573426
DON01556,camp_invitation,0.09099999999999997,0.72,0.4130401451773328,0.5040401451773328
DON00301,camp_invitation,0.09099999999999997,0.72,0.47269822138293816,0.5636982213829381
DON03460,camp_invitation,0.09100000000000003,0.72,0.35123764135974445,0.44223764135974447
DON00281,camp_invitation,0.09100000000000003,0.72,0.3665930354007411,0.45759303540074114
DON00991,camp_invitation,0.09100000000000003,0.72,0.44473497879405494,0.535734978794055
DON00272,camp_invitation,0.09100000000000003,0.72,0.3670177866348856,0.4580177866348856
DON01507,camp_invitation,0.09100000000000003,0.72,0.33135553527716405,0.4223555352771641
DON00665,camp_invitation,0.09100000000000003,0.72,0.3828075524335443,0.47380755243354433
DON03000,camp_invitation,0.09100000000000003,0.72,0.4552037817238917,0.5462037817238917
DON02959,camp_invitation,0.09100000000000003,0.72,0.39051541754302194,0.48151541754302196
DON00672,camp_invitation,0.09100000000000003,0.72,0.33943859376667546,0.4304385937666755
DON01864,camp_invitation,0.09100000000000003,0.72,0.35095448908927307,0.4419544890892731
DON01436,camp_invitation,0.09100000000000003,0.72,0.3447474993125158,0.43574749931251583
DON00812,camp_invitation,0.09100000000000003,0.72,0.34591787162152005,0.43691787162152007
DON03158,camp_invitation,0.09100000000000003,0.72,0.3734092798416889,0.46440927984168895
DON03225,camp_invitation,0.09100000000000003,0.72,0.3803707827561022,0.4713707827561022
DON01430,phone_call,0.07999999999999996,0.8,0.5662459024283546,0.6462459024283546
DON00278,camp_invitation,0.09100000000000003,0.72,0.3461676322549328,0.4371676322549328
DON02813,camp_invitation,0.09100000000000003,0.72,0.3593059571955705,0.45030595719557054
DON00785,camp_invitation,0.09100000000000003,0.72,0.36485612105912946,0.4558561210591295
DON00677,camp_invitation,0.09100000000000003,0.72,0.3371234367129628,0.4281234367129628
DON01211,camp_invitation,0.09100000000000003,0.72,0.4066131983614932,0.4976131983614932
DON00845,camp_invitation,0.09099999999999997,0.72,0.43448814433727734,0.5254881443372773
DON00693,camp_invitation,0.09100000000000003,0.72,0.39771902445490365,0.48871902445490367
DON00049,camp_invitation,0.09099999999999997,0.72,0.4667972402518036,0.5577972402518035
DON02032,camp_invitation,0.09099999999999997,0.72,0.524995052205179,0.6159950522051789
DON01842,camp_invitation,0.09100000000000003,0.72,0.35612081561095826,0.4471208156109583
DON00358,camp_invitation,0.09100000000000003,0.72,0.41922441814977646,0.5102244181497765
DON00914,camp_invitation,0.09100000000000003,0.72,0.3706663206062405,0.4616663206062405
DON01057,camp_invitation,0.09100000000000003,0.72,0.3874097367528901,0.4784097367528901
DON01602,camp_invitation,0.09100000000000003,0.72,0.38645770664211854,0.47745770664211856
DON02340,camp_invitation,0.09100000000000003,0.72,0.3201014788764524,0.41110147887645243
DON00337,camp_invitation,0.09100000000000003,0.72,0.3194112603986754,0.4104112603986754
DON00713,camp_invitation,0.09100000000000003,0.72,0.38556635832393965,0.4765663583239397
DON00120,camp_invitation,0.09100000000000003,0.72,0.37675511178451904,0.46775511178451906
DON01990,camp_invitation,0.09100000000000003,0.72,0.36831813339983216,0.4593181333998322
DON02661,camp_invitation,0.09100000000000003,0.72,0.41338921809516577,0.5043892180951658
DON00617,camp_invitation,0.09099999999999997,0.72,0.4456758120105879,0.5366758120105879
DON01920,camp_invitation,0.09100000000000003,0.72,0.407378725919121,0.498378725919121
DON02256,camp_invitation,0.09100000000000003,0.72,0.38344314747846725,0.4744431474784673
DON01734,camp_invitation,0.09099999999999997,0.72,0.4157815233848321,0.5067815233848321
DON01056,camp_invitation,0.09100000000000003,0.72,0.3201149545618043,0.4111149545618043
DON00322,phone_call,0.07999999999999996,0.8,0.5836042774821959,0.6636042774821959
DON02518,camp_invitation,0.09100000000000003,0.72,0.3992903066114879,0.4902903066114879
DON01877,camp_invitation,0.09100000000000003,0.72,0.3407127104697176,0.4317127104697176
DON00174,phone_call,0.07999999999999996,0.8,0.44549671073849506,0.525496710738495
DON01956,phone_call,0.07999999999999996,0.8,0.6042791414704671,0.6842791414704671
DON00451,camp_invitation,0.09100000000000003,0.72,0.3684942371928611,0.45949423719286114
DON02236,camp_invitation,0.09100000000000003,0.72,0.3504465461584539,0.4414465461584539
DON02859,camp_invitation,0.09100000000000003,0.72,0.33524301665665346,0.4262430166566535
DON01368,camp_invitation,0.09100000000000003,0.72,0.34876187436179085,0.43976187436179087
DON00044,camp_invitation,0.09100000000000003,0.72,0.38841214142515085,0.4794121414251509
DON00512,camp_invitation,0.09099999999999997,0.72,0.4406769575955518,0.5316769575955518
DON02356,phone_call,0.07999999999999996,0.8,0.5007112905465759,0.5807112905465759
DON00434,camp_invitation,0.09100000000000003,0.72,0.39355169677607765,0.4845516967760777
DON01376,camp_invitation,0.09099999999999997,0.72,0.42004922065080985,0.5110492206508098
DON02553,phone_call,0.07999999999999996,0.8,0.6062235073246544,0.6862235073246543
DON01892,phone_call,0.07999999999999996,0.8,0.6274040858870271,0.7074040858870271
DON01196,phone_call,0.07999999999999996,0.8,0.5327644117188041,0.612764411718804
DON00053,camp_invitation,0.09099999999999997,0.72,0.4247076011843013,0.5157076011843013
DON02208,phone_call,0.07999999999999996,0.8,0.5673087644815338,0.6473087644815337
DON00421,phone_call,0.07999999999999996,0.8,0.5520014524506777,0.6320014524506776
DON00586,camp_invitation,0.09100000000000003,0.72,0.351045860490692,0.442045860490692
DON03477,camp_invitation,0.09100000000000003,0.72,0.3125281690901771,0.40352816909017714
DON00976,camp_invitation,0.09100000000000003,0.72,0.33781964261159797,0.428819642611598
DON02265,camp_invitation,0.09100000000000003,0.72,0.4249963860725035,0.5159963860725035
DON00690,camp_invitation,0.09100000000000003,0.72,0.3500226513034361,0.44102265130343615
DON03310,camp_invitation,0.09100000000000003,0.72,0.3188889309436381,0.40988893094363815
DON00566,camp_invitation,0.09100000000000003,0.72,0.3685367556993453,0.4595367556993453
DON02317,camp_invitation,0.09100000000000003,0.72,0.40652119479141213,0.49752119479141216
DON02587,phone_call,0.11200000000000004,0.8,0.4322156337837931,0.5442156337837931
DON00265,camp_invitation,0.09100000000000003,0.72,0.34766285989473955,0.4386628598947396
DON00966,phone_call,0.11199999999999999,0.8,0.4508703799125118,0.5628703799125118
DON01571,camp_invitation,0.09099999999999997,0.72,0.4332393979554484,0.5242393979554484
DON00807,camp_invitation,0.09099999999999997,0.72,0.47399200940249686,0.5649920094024968
DON01523,camp_invitation,0.09099999999999997,0.72,0.4852106221684075,0.5762106221684075
DON02306,camp_invitation,0.09100000000000003,0.72,0.48365251480637844,0.5746525148063785
DON02730,camp_invitation,0.09100000000000003,0.72,0.4080192165049049,0.49901921650490494
DON00349,camp_invitation,0.09100000000000003,0.72,0.3596701761760038,0.4506701761760038
DON00399,camp_invitation,0.09100000000000003,0.72,0.3562657141417932,0.4472657141417932
DON02489,phone_call,0.07999999999999996,0.8,0.6084357455246038,0.6884357455246037
DON00635,camp_invitation,0.09099999999999997,0.72,0.43516281719803396,0.5261628171980339
DON02670,camp_invitation,0.09100000000000003,0.72,0.3960810154571391,0.4870810154571391
DON03110,camp_invitation,0.09100000000000003,0.72,0.3984488092151264,0.4894488092151264
DON00032,camp_invitation,0.09100000000000003,0.72,0.3307340754958586,0.4217340754958586
DON00151,phone_call,0.11199999999999999,0.8,0.33946392885689597,0.45146392885689596
DON00955,camp_invitation,0.09100000000000003,0.72,0.4484304548125126,0.5394304548125126
DON03248,camp_invitation,0.09100000000000003,0.72,0.3272690647736348,0.41826906477363485
DON01951,phone_call,0.08000000000000002,0.8,0.472425314834846,0.552425314834846
DON00019,camp_invitation,0.09100000000000003,0.72,0.40252953767073263,0.49352953767073265
DON00425,camp_invitation,0.09100000000000003,0.72,0.38551853803494746,0.4765185380349475
DON00814,camp_invitation,0.09100000000000003,0.72,0.4412076541598638,0.5322076541598638
DON02620,camp_invitation,0.09099999999999997,0.72,0.41630619480187137,0.5073061948018713
DON00164,camp_invitation,0.09100000000000003,0.72,0.38425697853282637,0.4752569785328264
DON01917,camp_invitation,0.09099999999999997,0.72,0.42281219236652323,0.5138121923665232
DON01736,phone_call,0.07999999999999996,0.8,0.5588679237582435,0.6388679237582434
DON02307,camp_invitation,0.09100000000000003,0.72,0.385115662963624,0.476115662963624
DON01125,camp_invitation,0.09100000000000003,0.72,0.36515404448036765,0.45615404448036767
DON01846,camp_invitation,0.09100000000000003,0.72,0.369944840644414,0.46094484064441404
DON02263,camp_invitation,0.09100000000000003,0.72,0.3374848054188499,0.4284848054188499
DON01868,camp_invitation,0.09100000000000003,0.72,0.3560232765169429,0.4470232765169429
DON01881,phone_call,0.07999999999999996,0.8,0.606251127786104,0.686251127786104
DON01518,phone_call,0.11199999999999999,0.8,0.3708420025185789,0.4828420025185789
DON03438,camp_invitation,0.09100000000000003,0.72,0.3975865957679859,0.4885865957679859
DON02048,camp_invitation,0.09100000000000003,0.72,0.3646593050481462,0.4556593050481462
DON02080,camp_invitation,0.09100000000000003,0.72,0.37165166925461074,0.46265166925461076
DON03487,camp_invitation,0.09100000000000003,0.72,0.43849699050893826,0.5294969905089383
DON02918,camp_invitation,0.09100000000000003,0.72,0.4820731873510811,0.5730731873510811
DON00182,camp_invitation,0.09100000000000003,0.72,0.40870917309507065,0.4997091730950707
DON01585,camp_invitation,0.09100000000000003,0.72,0.4723176462376992,0.5633176462376992
DON01575,phone_call,0.07999999999999996,0.8,0.5991811023388339,0.6791811023388339
DON02776,camp_invitation,0.09099999999999997,0.72,0.4964056797443682,0.5874056797443682
DON02596,phone_call,0.07999999999999996,0.8,0.6212436799670209,0.7012436799670209
DON02597,camp_invitation,0.09099999999999997,0.72,0.4771632938782733,0.5681632938782732
DON02452,camp_invitation,0.09100000000000003,0.72,0.44935794166355364,0.5403579416635537
DON01977,camp_invitation,0.09100000000000003,0.72,0.3905903749274203,0.48159037492742035
DON00736,camp_invitation,0.09100000000000003,0.72,0.35519462079764674,0.44619462079764677
DON03067,camp_invitation,0.09100000000000003,0.72,0.4237643035979756,0.5147643035979756
DON00802,camp_invitation,0.09100000000000003,0.72,0.3717416100408952,0.4627416100408952
DON02957,phone_call,0.07999999999999996,0.8,0.6667132350727278,0.7467132350727278
DON00332,phone_call,0.07999999999999996,0.8,0.5379554401653425,0.6179554401653424
DON02185,camp_invitation,0.09100000000000003,0.72,0.40593473969241295,0.496934739692413
DON00464,camp_invitation,0.09099999999999997,0.72,0.4339581076308102,0.5249581076308102
DON01754,phone_call,0.07999999999999996,0.8,0.5936939535575949,0.6736939535575949
DON01013,camp_invitation,0.09100000000000003,0.72,0.37070545356884804,0.46170545356884807
DON01887,camp_invitation,0.09100000000000003,0.72,0.3858538246217093,0.47685382462170933
DON01492,camp_invitation,0.09100000000000003,0.72,0.3843519267924149,0.47535192679241495
DON02758,camp_invitation,0.09099999999999997,0.72,0.5335961811864377,0.6245961811864377
DON02407,camp_invitation,0.09099999999999997,0.72,0.46377488508036924,0.5547748850803692
DON00383,camp_invitation,0.09100000000000003,0.72,0.37316488397642444,0.46416488397642447
DON00559,camp_invitation,0.09099999999999997,0.72,0.41494877800165597,0.5059487780016559
DON00502,camp_invitation,0.09100000000000003,0.72,0.3699864717183126,0.46098647171831264
DON02412,phone_call,0.07999999999999996,0.8,0.6175546099960887,0.6975546099960886
DON02427,camp_invitation,0.09100000000000003,0.72,0.3621608266938544,0.45316082669385443
DON02894,camp_invitation,0.09100000000000003,0.72,0.445189800217277,0.536189800217277
DON01865,camp_invitation,0.09099999999999997,0.72,0.45075114134721894,0.5417511413472189
DON02753,camp_invitation,0.09099999999999997,0.72,0.5161686915037299,0.6071686915037299
DON01906,camp_invitation,0.09099999999999997,0.72,0.4578124748719741,0.548812474871974
DON02026,camp_invitation,0.09099999999999997,0.72,0.49036847903127156,0.5813684790312715
DON01594,camp_invitation,0.09099999999999997,0.72,0.5245133031757081,0.6155133031757081
DON00855,phone_call,0.07999999999999996,0.8,0.5755623916945738,0.6555623916945738
DON02320,phone_call,0.07999999999999996,0.8,0.6704852644283483,0.7504852644283483
DON02435,camp_invitation,0.09099999999999997,0.72,0.5137601210014398,0.6047601210014397
DON00020,camp_invitation,0.09100000000000003,0.72,0.4376741269242626,0.5286741269242626
DON01144,camp_invitation,0.09100000000000003,0.72,0.38166315092865233,0.47266315092865235
DON01230,camp_invitation,0.09100000000000003,0.72,0.4277348998490282,0.5187348998490282
DON03471,camp_invitation,0.09100000000000003,0.72,0.41926240596785974,0.5102624059678598
DON02178,camp_invitation,0.09099999999999997,0.72,0.4725841003386373,0.5635841003386373
DON01095,camp_invitation,0.09100000000000003,0.72,0.4474494504712481,0.5384494504712481
DON03140,camp_invitation,0.09099999999999997,0.72,0.4244100840855023,0.5154100840855023
DON01473,camp_invitation,0.09099999999999997,0.72,0.4322876368483034,0.5232876368483034
DON02490,camp_invitation,0.09100000000000003,0.72,0.4030297038413905,0.4940297038413905
DON01768,phone_call,0.11199999999999999,0.8,0.3778551127343303,0.4898551127343303
DON00155,camp_invitation,0.09099999999999997,0.72,0.4311561657677446,0.5221561657677446
DON00010,camp_invitation,0.09100000000000003,0.72,0.3952293936417824,0.4862293936417824
DON01962,camp_invitation,0.09100000000000003,0.72,0.47890856755895056,0.5699085675589506
DON01777,phone_call,0.07999999999999996,0.8,0.5802356878176584,0.6602356878176584
DON02638,phone_call,0.11199999999999999,0.8,0.5028034197111618,0.6148034197111618
DON00408,phone_call,0.07999999999999996,0.8,0.6173329794056254,0.6973329794056253
DON01173,phone_call,0.07999999999999996,0.8,0.6081543310173781,0.6881543310173781
DON03132,phone_call,0.07999999999999996,0.8,0.601485239830385,0.681485239830385
DON03375,camp_invitation,0.09099999999999997,0.72,0.5620985603894069,0.6530985603894068
DON01336,camp_invitation,0.09100000000000003,0.72,0.38399541208783533,0.47499541208783536
DON01880,phone_call,0.11199999999999999,0.8,0.426383666285991,0.538383666285991
DON03073,camp_invitation,0.09099999999999997,0.72,0.4197012462437041,0.510701246243704
DON00801,phone_call,0.07999999999999996,0.8,0.6093754416822342,0.6893754416822342
DON01269,camp_invitation,0.09100000000000003,0.72,0.38012977915004553,0.47112977915004556
DON02508,camp_invitation,0.09099999999999997,0.72,0.40933008455524145,0.5003300845552414
DON01599,phone_call,0.07999999999999996,0.8,0.6638678474730653,0.7438678474730652
DON00563,camp_invitation,0.09099999999999997,0.72,0.42794507956031447,0.5189450795603144
DON03455,camp_invitation,0.09100000000000003,0.72,0.38414192542886716,0.4751419254288672
DON02445,phone_call,0.11200000000000004,0.8,0.40232926163340915,0.5143292616334092
DON00082,phone_call,0.11199999999999993,0.8,0.43914983352438924,0.5511498335243892
DON00916,phone_call,0.07999999999999996,0.8,0.6220508676280785,0.7020508676280784
DON01121,camp_invitation,0.09099999999999997,0.72,0.41487181946693785,0.5058718194669378
DON02539,camp_invitation,0.09100000000000003,0.72,0.34544229136511173,0.43644229136511176
DON01152,camp_invitation,0.09100000000000003,0.72,0.46765911087779727,0.5586591108777973
DON00945,camp_invitation,0.09100000000000003,0.72,0.3940066470816518,0.4850066470816518
DON01870,camp_invitation,0.09100000000000003,0.72,0.3870212828911389,0.47802128289113893
DON00510,camp_invitation,0.09100000000000003,0.72,0.3804099390324879,0.4714099390324879
DON01053,camp_invitation,0.09100000000000003,0.72,0.4809839761687336,0.5719839761687336
DON01470,camp_invitation,0.09099999999999997,0.72,0.44615981653218306,0.537159816532183
DON03178,camp_invitation,0.09100000000000003,0.72,0.3671542558568887,0.45815425585688874
DON01605,phone_call,0.11199999999999999,0.8,0.38098707547269967,0.49298707547269965
DON00922,phone_call,0.07999999999999996,0.8,0.5494749191263738,0.6294749191263738
DON03421,phone_call,0.07999999999999996,0.8,0.6113162569031731,0.6913162569031731
DON02683,phone_call,0.07999999999999996,0.8,0.6587212508129302,0.7387212508129302
DON02850,camp_invitation,0.09099999999999997,0.72,0.5655361832207206,0.6565361832207206
DON01189,camp_invitation,0.09099999999999997,0.72,0.5793186902498569,0.6703186902498569
DON01355,phone_call,0.07999999999999996,0.8,0.6201913172903181,0.700191317290318
DON00491,camp_invitation,0.09100000000000003,0.72,0.40226368938606333,0.49326368938606335
DON02920,camp_invitation,0.09100000000000003,0.72,0.4100383054129784,0.5010383054129784
DON02972,camp_invitation,0.09100000000000003,0.72,0.4182897989547008,0.5092897989547008
DON00402,camp_invitation,0.09099999999999997,0.72,0.5019039400075997,0.5929039400075997
DON03347,camp_invitation,0.09100000000000003,0.72,0.40774854927456505,0.4987485492745651
DON00412,camp_invitation,0.09100000000000003,0.72,0.3978013566957092,0.48880135669570923
DON01898,phone_call,0.11199999999999999,0.8,0.3767552190516742,0.4887552190516742
DON01157,camp_invitation,0.09099999999999997,0.72,0.500024433700181,0.591024433700181
DON03394,camp_invitation,0.09100000000000003,0.72,0.37941544063499416,0.4704154406349942
DON01563,phone_call,0.07999999999999996,0.8,0.5945889668817144,0.6745889668817143
DON02056,phone_call,0.07999999999999996,0.8,0.5482017875485165,0.6282017875485164
DON02308,camp_invitation,0.09099999999999997,0.72,0.47627479952552143,0.5672747995255214
DON01226,camp_invitation,0.09100000000000003,0.72,0.40833397740274907,0.4993339774027491
DON00627,camp_invitation,0.09099999999999997,0.72,0.43892404499565263,0.5299240449956526
DON01611,camp_invitation,0.09099999999999997,0.72,0.5501215582203405,0.6411215582203404
DON02471,camp_invitation,0.09100000000000003,0.72,0.34927974848500437,0.4402797484850044
DON00206,camp_invitation,0.09100000000000003,0.72,0.40032661661269425,0.4913266166126943
DON02198,camp_invitation,0.09100000000000003,0.72,0.4592516082768792,0.5502516082768792
DON01582,camp_invitation,0.09100000000000003,0.72,0.48193740886527686,0.5729374088652769
DON00264,camp_invitation,0.09100000000000003,0.72,0.4894465369332856,0.5804465369332856
DON02266,camp_invitation,0.09100000000000003,0.72,0.41269007661444407,0.5036900766144441
DON02659,camp_invitation,0.09100000000000003,0.72,0.37221372380023104,0.46321372380023107
DON02678,camp_invitation,0.09100000000000003,0.72,0.3865931268886306,0.47759312688863065
DON02062,camp_invitation,0.09100000000000003,0.72,0.4088222890108362,0.49982228901083625
DON03322,camp_invitation,0.09100000000000003,0.72,0.3617523331534319,0.45275233315343194
DON01960,camp_invitation,0.09100000000000003,0.72,0.38468662453840874,0.47568662453840876
DON01535,phone_call,0.07999999999999996,0.8,0.5559300675847304,0.6359300675847304
DON00475,phone_call,0.07999999999999996,0.8,0.5746898868691206,0.6546898868691206
DON02675,camp_invitation,0.09100000000000003,0.72,0.43887441512204634,0.5298744151220464
DON02676,camp_invitation,0.09100000000000003,0.72,0.43526800021528483,0.5262680002152849
DON00530,camp_invitation,0.09100000000000003,0.72,0.38509034578725376,0.4760903457872538
DON01109,camp_invitation,0.09099999999999997,0.72,0.41000530977535454,0.5010053097753545
DON00940,camp_invitation,0.09100000000000003,0.72,0.3775275126358883,0.4685275126358883
DON03161,phone_call,0.11199999999999999,0.8,0.36425119997600247,0.47625119997600246
DON01005,camp_invitation,0.09099999999999997,0.72,0.441931313660196,0.532931313660196
DON01874,camp_invitation,0.09099999999999997,0.72,0.4169969628427034,0.5079969628427033
DON01357,camp_invitation,0.09099999999999997,0.72,0.4608338435562722,0.5518338435562722
DON00286,camp_invitation,0.09100000000000003,0.72,0.40500521121965677,0.4960052112196568
DON00261,phone_call,0.07999999999999996,0.8,0.6054656421434922,0.6854656421434921
DON00597,camp_invitation,0.09099999999999997,0.72,0.44012953441388214,0.5311295344138821
DON00237,phone_call,0.11199999999999999,0.8,0.3679166303860825,0.4799166303860825
DON02542,phone_call,0.07999999999999996,0.8,0.6042018820184091,0.684201882018409
DON01161,camp_invitation,0.09100000000000003,0.72,0.3716925913867162,0.4626925913867162
DON01088,camp_invitation,0.09099999999999997,0.72,0.4607856442760251,0.5517856442760251
DON00382,phone_call,0.11199999999999999,0.8,0.3932240564888265,0.5052240564888265
DON02319,camp_invitation,0.09100000000000003,0.72,0.45220948193815264,0.5432094819381527
DON01966,phone_call,0.11199999999999999,0.8,0.3918811268743716,0.5038811268743716
DON01074,camp_invitation,0.09100000000000003,0.72,0.387380130684183,0.478380130684183
DON00289,camp_invitation,0.09100000000000003,0.72,0.4271861125780895,0.5181861125780896
DON03033,phone_call,0.11199999999999999,0.8,0.47212376004377266,0.5841237600437726
DON03036,camp_invitation,0.09099999999999997,0.72,0.49237406319240584,0.5833740631924058
DON02805,camp_invitation,0.09100000000000003,0.72,0.3612270038084944,0.4522270038084944
DON00074,phone_call,0.11199999999999999,0.8,0.39004071932043216,0.5020407193204321
DON02978,phone_call,0.11199999999999999,0.8,0.3665640604194839,0.4785640604194839
DON01318,phone_call,0.07999999999999996,0.8,0.6044170064325859,0.6844170064325859
DON00114,camp_invitation,0.09099999999999997,0.72,0.4869424539458833,0.5779424539458833
DON02640,camp_invitation,0.09100000000000003,0.72,0.4745814432315008,0.5655814432315008
DON02451,camp_invitation,0.09100000000000003,0.72,0.38791785292252173,0.47891785292252176
DON02817,phone_call,0.07999999999999996,0.8,0.641467901031668,0.7214679010316679
DON00979,phone_call,0.11199999999999999,0.8,0.5526062511578953,0.6646062511578953
DON01022,phone_call,0.07999999999999996,0.8,0.6552101991433312,0.7352101991433312
DON01619,camp_invitation,0.09099999999999997,0.72,0.5384191076301762,0.6294191076301762
DON03112,phone_call,0.07999999999999996,0.8,0.5767092326244747,0.6567092326244747
DON02167,phone_call,0.07999999999999996,0.8,0.6738800927278408,0.7538800927278407
DON02161,camp_invitation,0.09100000000000003,0.72,0.4550368273497674,0.5460368273497674
DON02823,camp_invitation,0.09100000000000003,0.72,0.40017930726293305,0.4911793072629331
DON02533,phone_call,0.11200000000000004,0.8,0.43453782262565116,0.5465378226256512
DON00800,camp_invitation,0.09099999999999997,0.72,0.46354545836657246,0.5545454583665724
DON02579,camp_invitation,0.09099999999999997,0.72,0.4096790182548433,0.5006790182548433
DON02421,camp_invitation,0.09100000000000003,0.72,0.4550036502483125,0.5460036502483125
DON01090,phone_call,0.11199999999999999,0.8,0.37701321935702664,0.48901321935702663
DON02671,camp_invitation,0.09099999999999997,0.72,0.475897233985612,0.566897233985612
DON00757,phone_call,0.07999999999999996,0.8,0.6045715453571372,0.6845715453571372
DON01528,phone_call,0.07999999999999996,0.8,0.6235874663483655,0.7035874663483654
DON02618,phone_call,0.07999999999999996,0.8,0.6108790441014353,0.6908790441014353
DON02964,phone_call,0.07999999999999996,0.8,0.6001428207163727,0.6801428207163727
DON01289,phone_call,0.08000000000000002,0.8,0.43782869785964235,0.5178286978596424
DON02588,camp_invitation,0.09099999999999997,0.72,0.5222637311463236,0.6132637311463236
DON02642,camp_invitation,0.09100000000000003,0.72,0.37320628726763855,0.4642062872676386
DON01367,camp_invitation,0.09100000000000003,0.72,0.4415286536515732,0.5325286536515732
DON02343,camp_invitation,0.09100000000000003,0.72,0.3865236351059279,0.47752363510592793
DON02111,camp_invitation,0.09100000000000003,0.72,0.4189057659401754,0.5099057659401754
DON00234,camp_invitation,0.09100000000000003,0.72,0.38818823761775906,0.4791882376177591
DON00789,camp_invitation,0.09099999999999997,0.72,0.46129695847412566,0.5522969584741256
DON03312,camp_invitation,0.09100000000000003,0.72,0.38651511561757806,0.4775151156175781
DON00565,camp_invitation,0.09099999999999997,0.72,0.49245201389263293,0.5834520138926329
DON02652,camp_invitation,0.09099999999999997,0.72,0.43785246679774226,0.5288524667977422
